camera,vaga,estado,confianca,cobertura,instante
UFPR04,1,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,10,ocupada,0.506187379360199,0.873389141117729,2026-09-24T02:21:18.790-03:00
UFPR04,11,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,12,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,13,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,14,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,15,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,16,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,17,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,18,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,19,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,2,ocupada,0.36958077549934387,0.5291482898639546,2026-09-24T02:21:18.790-03:00
UFPR04,20,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,21,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,22,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,23,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,24,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,25,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,26,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,27,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,28,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,3,livre,0.0,0.015422748517459431,2026-09-24T02:21:18.790-03:00
UFPR04,4,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,5,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,6,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,7,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,8,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,9,livre,0.0,0.0,2026-09-24T02:21:18.790-03:00
UFPR04,1,livre,0.40530896186828613,0.9047829877482744,2026-09-24T02:21:18.849-03:00
UFPR04,10,ocupada,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,11,livre,0.0,0.01886923037715118,2026-09-24T02:21:18.849-03:00
UFPR04,12,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,13,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,14,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,15,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,16,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,17,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,18,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,19,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,2,ocupada,0.34553778171539307,0.49359255375758104,2026-09-24T02:21:18.849-03:00
UFPR04,20,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,21,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,22,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,23,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,24,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,25,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,26,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,27,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,28,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,3,livre,0.0,0.08860117625663563,2026-09-24T02:21:18.849-03:00
UFPR04,4,livre,0.6648119688034058,0.9225110145771204,2026-09-24T02:21:18.849-03:00
UFPR04,5,livre,0.0,0.2352493775789699,2026-09-24T02:21:18.849-03:00
UFPR04,6,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,7,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,8,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,9,livre,0.0,0.0,2026-09-24T02:21:18.849-03:00
UFPR04,1,ocupada,0.3060090243816376,0.8987204588832636,2026-09-24T02:21:18.903-03:00
UFPR04,10,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,11,livre,0.0,0.017971425476084397,2026-09-24T02:21:18.903-03:00
UFPR04,12,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,13,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,14,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,15,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,16,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,17,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,18,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,19,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,2,ocupada,0.6418684124946594,0.5035985831906863,2026-09-24T02:21:18.903-03:00
UFPR04,20,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,21,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,22,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,23,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,24,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,25,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,26,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,27,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,28,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,3,livre,0.3527847230434418,0.9624339937956309,2026-09-24T02:21:18.903-03:00
UFPR04,4,ocupada,0.7381178736686707,0.9209166322658571,2026-09-24T02:21:18.903-03:00
UFPR04,5,livre,0.0,0.21801447261187978,2026-09-24T02:21:18.903-03:00
UFPR04,6,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,7,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,8,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,9,livre,0.0,0.0,2026-09-24T02:21:18.903-03:00
UFPR04,1,ocupada,0.6074264645576477,0.894159736275347,2026-09-24T02:21:18.960-03:00
UFPR04,10,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,11,livre,0.0,0.019892576207140043,2026-09-24T02:21:18.960-03:00
UFPR04,12,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,13,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,14,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,15,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,16,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,17,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,18,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,19,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,2,ocupada,0.4747886061668396,0.5089859214381145,2026-09-24T02:21:18.960-03:00
UFPR04,20,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,21,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,22,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,23,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,24,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,25,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,26,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,27,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,28,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,3,livre,0.8081648349761963,0.9401973882463313,2026-09-24T02:21:18.960-03:00
UFPR04,4,ocupada,0.6475518941879272,0.9180803261395029,2026-09-24T02:21:18.960-03:00
UFPR04,5,livre,0.0,0.22415445543345922,2026-09-24T02:21:18.960-03:00
UFPR04,6,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,7,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,8,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,9,livre,0.0,0.0,2026-09-24T02:21:18.960-03:00
UFPR04,1,ocupada,0.7113382816314697,0.8924271197019806,2026-09-24T02:21:19.017-03:00
UFPR04,10,livre,0.6919609904289246,0.5965492789819169,2026-09-24T02:21:19.017-03:00
UFPR04,11,livre,0.0,0.020490625112825636,2026-09-24T02:21:19.017-03:00
UFPR04,12,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,13,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,14,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,15,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,16,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,17,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,18,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,19,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,2,ocupada,0.5024840831756592,0.5338758183870957,2026-09-24T02:21:19.017-03:00
UFPR04,20,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,21,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,22,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,23,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,24,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,25,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,26,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,27,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,28,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,3,ocupada,0.8134852647781372,0.9401876756271904,2026-09-24T02:21:19.017-03:00
UFPR04,4,ocupada,0.7219400405883789,0.8999663326853339,2026-09-24T02:21:19.017-03:00
UFPR04,5,livre,0.0,0.20512549404249825,2026-09-24T02:21:19.017-03:00
UFPR04,6,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,7,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,8,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,9,livre,0.0,0.0,2026-09-24T02:21:19.017-03:00
UFPR04,1,ocupada,0.6785117387771606,0.8924056635240768,2026-09-24T02:21:19.073-03:00
UFPR04,10,livre,0.6917133927345276,0.5735834325716297,2026-09-24T02:21:19.073-03:00
UFPR04,11,livre,0.0,0.021214401977916367,2026-09-24T02:21:19.073-03:00
UFPR04,12,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,13,livre,0.0,0.02392189458514832,2026-09-24T02:21:19.073-03:00
UFPR04,14,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,15,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,16,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,17,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,18,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,19,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,2,ocupada,0.7339770793914795,0.5303550733719418,2026-09-24T02:21:19.073-03:00
UFPR04,20,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,21,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,22,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,23,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,24,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,25,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,26,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,27,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,28,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,3,ocupada,0.8459340929985046,0.9413969111603225,2026-09-24T02:21:19.073-03:00
UFPR04,4,ocupada,0.8436897397041321,0.8955557480948128,2026-09-24T02:21:19.073-03:00
UFPR04,5,livre,0.8653528690338135,0.8944331195862195,2026-09-24T02:21:19.073-03:00
UFPR04,6,livre,0.7955413460731506,0.8639003687332857,2026-09-24T02:21:19.073-03:00
UFPR04,7,livre,0.0,0.24198475924836796,2026-09-24T02:21:19.073-03:00
UFPR04,8,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,9,livre,0.0,0.0,2026-09-24T02:21:19.073-03:00
UFPR04,1,ocupada,0.6847095489501953,0.8928856902461901,2026-09-24T02:21:19.123-03:00
UFPR04,10,ocupada,0.7101212739944458,0.5946080759081281,2026-09-24T02:21:19.123-03:00
UFPR04,11,livre,0.8087974190711975,0.9343448707898065,2026-09-24T02:21:19.123-03:00
UFPR04,12,livre,0.7520617842674255,0.8214184661275333,2026-09-24T02:21:19.123-03:00
UFPR04,13,livre,0.0,0.04901841355720478,2026-09-24T02:21:19.123-03:00
UFPR04,14,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,15,livre,0.0,0.0021491274776519963,2026-09-24T02:21:19.123-03:00
UFPR04,16,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,17,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,18,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,19,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,2,ocupada,0.5151251554489136,0.6033499064717446,2026-09-24T02:21:19.123-03:00
UFPR04,20,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,21,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,22,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,23,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,24,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,25,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,26,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,27,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,28,livre,0.0,0.0,2026-09-24T02:21:19.123-03:00
UFPR04,3,ocupada,0.8495162725448608,0.943171116647239,2026-09-24T02:21:19.123-03:00
UFPR04,4,ocupada,0.8553320169448853,0.9085364687110784,2026-09-24T02:21:19.123-03:00
UFPR04,5,livre,0.8565279841423035,0.9063960720409685,2026-09-24T02:21:19.123-03:00
UFPR04,6,livre,0.747764527797699,0.8731550498717684,2026-09-24T02:21:19.123-03:00
UFPR04,7,livre,0.0,0.26146767010119215,2026-09-24T02:21:19.123-03:00
UFPR04,8,livre,0.744636595249176,0.8560907611854823,2026-09-24T02:21:19.123-03:00
UFPR04,9,livre,0.744636595249176,0.3018680259178404,2026-09-24T02:21:19.123-03:00
UFPR04,1,ocupada,0.702089786529541,0.8912541238655012,2026-09-24T02:21:19.185-03:00
UFPR04,10,ocupada,0.703325629234314,0.685884006660128,2026-09-24T02:21:19.185-03:00
UFPR04,11,livre,0.7129567861557007,0.9519282709319953,2026-09-24T02:21:19.185-03:00
UFPR04,12,livre,0.6938596367835999,0.7548791169188646,2026-09-24T02:21:19.185-03:00
UFPR04,13,livre,0.0,0.048093402492564864,2026-09-24T02:21:19.185-03:00
UFPR04,14,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,15,livre,0.0,0.008461083254606656,2026-09-24T02:21:19.185-03:00
UFPR04,16,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,17,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,18,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,19,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,2,ocupada,0.0,0.1368320448468963,2026-09-24T02:21:19.185-03:00
UFPR04,20,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,21,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,22,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,23,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,24,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,25,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,26,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,27,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,28,livre,0.0,0.0,2026-09-24T02:21:19.185-03:00
UFPR04,3,ocupada,0.7231056094169617,0.9362365638553912,2026-09-24T02:21:19.185-03:00
UFPR04,4,ocupada,0.7676088809967041,0.9200950236454728,2026-09-24T02:21:19.185-03:00
UFPR04,5,ocupada,0.7929171323776245,0.9272295866597257,2026-09-24T02:21:19.185-03:00
UFPR04,6,ocupada,0.8383805751800537,0.8928335888547514,2026-09-24T02:21:19.185-03:00
UFPR04,7,livre,0.0,0.26606312236630064,2026-09-24T02:21:19.185-03:00
UFPR04,8,livre,0.6582327485084534,0.8662688916433505,2026-09-24T02:21:19.185-03:00
UFPR04,9,livre,0.6582327485084534,0.32197076468984076,2026-09-24T02:21:19.185-03:00
UFPR04,1,ocupada,0.7320495247840881,0.8938644452429363,2026-09-24T02:21:19.238-03:00
UFPR04,10,ocupada,0.6992722749710083,0.5711255203571276,2026-09-24T02:21:19.238-03:00
UFPR04,11,livre,0.0,0.10598175328287882,2026-09-24T02:21:19.238-03:00
UFPR04,12,ocupada,0.8133031725883484,0.9127744377481378,2026-09-24T02:21:19.238-03:00
UFPR04,13,livre,0.0,0.04927690568250267,2026-09-24T02:21:19.238-03:00
UFPR04,14,livre,0.0,0.004279150380337834,2026-09-24T02:21:19.238-03:00
UFPR04,15,livre,0.0,0.0010403850244619672,2026-09-24T02:21:19.238-03:00
UFPR04,16,livre,0.0,0.0,2026-09-24T02:21:19.238-03:00
UFPR04,17,livre,0.0,0.023873607511496288,2026-09-24T02:21:19.238-03:00
UFPR04,18,livre,0.0,0.0003589090239559141,2026-09-24T02:21:19.238-03:00
UFPR04,19,livre,0.0,0.0,2026-09-24T02:21:19.238-03:00
UFPR04,2,ocupada,0.40817469358444214,0.56573922546226,2026-09-24T02:21:19.238-03:00
UFPR04,20,livre,0.0,0.0,2026-09-24T02:21:19.238-03:00
UFPR04,21,livre,0.0,0.0,2026-09-24T02:21:19.238-03:00
UFPR04,22,livre,0.0,0.0,2026-09-24T02:21:19.238-03:00
UFPR04,23,livre,0.0,0.0,2026-09-24T02:21:19.238-03:00
UFPR04,24,livre,0.0,0.0,2026-09-24T02:21:19.238-03:00
UFPR04,25,livre,0.7664239406585693,0.830869466528149,2026-09-24T02:21:19.238-03:00
UFPR04,26,livre,0.6708755493164062,0.8499785657166694,2026-09-24T02:21:19.238-03:00
UFPR04,27,livre,0.0,0.02082175043577235,2026-09-24T02:21:19.238-03:00
UFPR04,28,livre,0.0,0.0,2026-09-24T02:21:19.238-03:00
UFPR04,3,ocupada,0.8171064853668213,0.9347199406724503,2026-09-24T02:21:19.238-03:00
UFPR04,4,ocupada,0.8720832467079163,0.8928683003587286,2026-09-24T02:21:19.238-03:00
UFPR04,5,ocupada,0.8507392406463623,0.8963589503623377,2026-09-24T02:21:19.238-03:00
UFPR04,6,ocupada,0.8334123492240906,0.827773840714706,2026-09-24T02:21:19.238-03:00
UFPR04,7,livre,0.7870860695838928,0.8709885997854867,2026-09-24T02:21:19.238-03:00
UFPR04,8,ocupada,0.632677435874939,0.8153667582736699,2026-09-24T02:21:19.238-03:00
UFPR04,9,livre,0.0,0.2880021554126597,2026-09-24T02:21:19.238-03:00
UFPR04,1,ocupada,0.6139454245567322,0.8876592913851886,2026-09-24T02:21:19.290-03:00
UFPR04,10,ocupada,0.6449061632156372,0.5591043789266733,2026-09-24T02:21:19.290-03:00
UFPR04,11,livre,0.0,0.10008747351161475,2026-09-24T02:21:19.290-03:00
UFPR04,12,ocupada,0.8442302942276001,0.8823547543046232,2026-09-24T02:21:19.290-03:00
UFPR04,13,livre,0.0,0.05079029793114907,2026-09-24T02:21:19.290-03:00
UFPR04,14,livre,0.0,0.006326126597092254,2026-09-24T02:21:19.290-03:00
UFPR04,15,livre,0.0,0.003037207161390182,2026-09-24T02:21:19.290-03:00
UFPR04,16,livre,0.0,0.01267832204466013,2026-09-24T02:21:19.290-03:00
UFPR04,17,livre,0.0,0.026309095142130305,2026-09-24T02:21:19.290-03:00
UFPR04,18,livre,0.0,0.001380122091736273,2026-09-24T02:21:19.290-03:00
UFPR04,19,livre,0.0,0.0,2026-09-24T02:21:19.290-03:00
UFPR04,2,ocupada,0.6330317258834839,0.5337690997290848,2026-09-24T02:21:19.290-03:00
UFPR04,20,livre,0.0,0.0,2026-09-24T02:21:19.290-03:00
UFPR04,21,livre,0.0,0.0,2026-09-24T02:21:19.290-03:00
UFPR04,22,livre,0.0,0.0,2026-09-24T02:21:19.290-03:00
UFPR04,23,livre,0.0,0.04775415552930287,2026-09-24T02:21:19.290-03:00
UFPR04,24,livre,0.7854971289634705,0.851638658885808,2026-09-24T02:21:19.290-03:00
UFPR04,25,livre,0.6724121570587158,0.8313626639237013,2026-09-24T02:21:19.290-03:00
